NTS_TILE, NAME, XMIN_LONG, YMAX_LAT
016E10, "Exaluin Fiord", -63, 65.75
016E11, "Kekertaluk Island", -63.5, 65.75
016E12, " ", -64, 65.75
016E13, " ", -64, 66
016E14, "Touak Fiord", -63.5, 66
016E15, "Ingnit Fiord", -63, 66
016E16, " ", -62.5, 66
016K04, "Part Of 016L01", -62, 66.25
016K05, "Mooneshine Fiord", -62, 66.5
016K06, "Part Of 016K05", -61.5, 66.5
016K11, "Camel Island", -61.5, 66.75
016K12, "Moonshine Ridge", -62, 66.75
016K13, " ", -62, 67
016K14, "Part Of 016K13", -61.5, 67
016L01, "Cape Walsingham", -62.5, 66.25
016L02, " ", -63, 66.25
016L03, " ", -63.5, 66.25
016L04, " ", -64, 66.25
016L05, " ", -64, 66.5
016L06, " ", -63.5, 66.5
016L07, " ", -63, 66.5
016L08, "Mount Mischief", -62.5, 66.5
016L09, " ", -62.5, 66.75
016L10, " ", -63, 66.75
016L11, " ", -63.5, 66.75
016L12, " ", -64, 66.75
016L13, " ", -64, 67
016L14, " ", -63.5, 67
016L15, " ", -63, 67
016L16, "St Roch Harbour", -62.5, 67
016M01, "Block Island", -62.5, 67.25
016M01, "Block Island", -62.5, 67.25
016M02, "Delight Anchorage", -62.94, 67.25
016M02, "Delight Anchorage", -63, 67.25
016M03, "Duck Islands", -63.5, 67.25
016M04, " ", -64, 67.25
016M05, "Qukiavik Island", -64, 67.5
016M06, "Qurlurtuq Island", -63, 67.27
016M06, "Qurlurtuq Island", -63.5, 67.5
016M07, "Part Of 016M06", -63, 67.5
016M12, "Cape Broughton", -64, 67.75
016N04, "Part Of 016M01", -62, 67.25
020O08, "Part Of 020P05", -66.5, 43.5
020O09, "Comeaus Hill", -66.5, 43.75
020O16, Yarmouth, -66.5, 44
020P05, "Cape Sable Island", -66, 43.5
020P06, Baccaro, -65.5, 43.5
020P10, "Part Of 020P15", -65, 43.75
020P11, Lockeport, -65.5, 43.75
020P12, Pubnico, -66, 43.75
020P13, Tusket, -66, 44
020P14, Shelburne, -65.5, 44
020P15, "Port Mouton", -65, 44
021A01, "Lahave Islands", -64.5, 44.25
021A02, Liverpool, -65, 44.25
021A03, "Lake Rossignol", -65.5, 44.25
021A04, "Wentworth Lake", -66, 44.25
021A05, Weymouth, -66, 44.5
021A06, "Kejimkujik Lake", -65.5, 44.5
021A07, Bridgewater, -65, 44.5
021A08, Lunenburg, -64.5, 44.5
021A09, Chester, -64.5, 44.75
021A10, "New Germany", -65, 44.75
021A11, Milford, -65.5, 44.75
021A12, Digby, -66, 44.75
021A13, "Granville Ferry", -66, 45
021A14, Bridgetown, -65.5, 45
021A15, "Gaspereau Lake", -65, 45
021A16, Windsor, -64.5, 45
021B01, Meteghan, -66.5, 44.25
021B06, "Part Of 021B10 Map", -67.51, 44.5
021B07, "Part Of 021B10 Map", -67, 44.5
021B08, "Church Point", -66.5, 44.5
021B09, Centreville, -66.5, 44.75
021B10, "Grand Manan Island", -67, 44.75
021B11, "Part Of 021B10 Map", -67.5, 44.75
021B14, "Part Of 021B15 Map", -67.5, 45
021B15, "Campobello Island", -67, 45
021E02, "Part Of 021E07 Map", -71, 45.25
021E03, Malvina, -71.5, 45.25
021E04, Coaticook, -72, 45.25
021E05, Sherbrooke, -72, 45.5
021E06, "La Patrie", -71.5, 45.5
021E07, Woburn, -71, 45.5
021E09, "Lac Emilie", -70.5, 45.75
021E10, Lac-Megantic, -71, 45.75
021E11, Scotstown, -71.5, 45.75
021E12, Wottonville, -72, 45.75
021E13, Warwick, -72, 46
021E14, Disraeli, -71.5, 46
021E15, "La Guadeloupe", -71, 46
021E16, Saint-Theophile, -70.5, 46
021G01, Musquash, -66.5, 45.25
021G02, "St George", -67, 45.25
021G03, "St Stephen", -67.5, 45.25
021G05, "Part Of 021G06 Map", -68, 45.5
021G06, Rollingdam, -67.5, 45.5
021G07, "Mcdougall Lake", -67, 45.5
021G08, "Saint John", -66.5, 45.5
021G09, Hamstead, -66.5, 45.75
021G10, "Fredericton Junction", -67, 45.75
021G11, Mcadam, -67.5, 45.75
021G12, "Forest City", -68, 45.75
021G13, Fosterville, -68, 46
021G14, Canterbury, -67.5, 46
021G15, Fredericton, -67, 46
021G16, "Grand Lake", -66.5, 46
021H01, Wolfville, -64.5, 45.25
021H02, Berwick, -65, 45.25
021H03, Margaretsville, -65.5, 45.25
021H04, "Cape Spencer", -66, 45.25
021H05, "Loch Lomond", -66, 45.5
021H06, "Salmon River", -65.5, 45.5
021H07, "Cape Chignecto", -65, 45.5
021H08, Parrsboro, -64.5, 45.5
021H09, Springhill, -64.5, 45.75
021H10, Alma, -65, 45.75
021H11, Waterford, -65.5, 45.75
021H12, Sussex, -66, 45.75
021H13, Codys, -66, 46
021H14, Petitcodiac, -65.5, 46
021H15, Hillsborough, -65, 46
021H16, Amherst, -64.5, 46
021I01, "Port Elgin", -64.5, 46.25
021I02, Moncton, -65, 46.25
021I03, Salisbury, -65.5, 46.25
021I04, Chipman, -66, 46.25
021I05, "Salmon River Road", -66, 46.5
021I06, Harcourt, -65.5, 46.5
021I07, Buctouche, -65, 46.5
021I08, "Cape Egmont", -64.5, 46.5
021I09, O'leary, -64.5, 46.75
021I10, Richibucto, -65, 46.75
021I11, Rogersville, -65.5, 46.75
021I12, Blackville, -66, 46.75
021I13, Newcastle, -66, 47
021I14, Kouchibouguac, -65.5, 47
021I15, Pointe-Sapin, -65, 47
021I16, Tignish, -64.5, 47
021J01, Minto, -66.5, 46.25
021J02, "Burtts Corner", -67, 46.25
021J03, Millville, -67.5, 46.25
021J04, Woodstock, -68, 46.25
021J05, Florenceville, -68, 46.5
021J06, Coldstream, -67.5, 46.5
021J07, Napadogan, -67, 46.5
021J08, Boiestown, -66.5, 46.5
021J09, Doaktown, -66.5, 46.75
021J10, Hayesville, -67, 46.75
021J11, Juniper, -67.5, 46.75
021J12, Perth-Andover, -68, 46.75
021J13, Aroostook, -68, 47
021J14, "Plaster Rock", -67.5, 47
021J15, "Tuadook Lake", -67, 47
021J16, "Mckendrick Lake", -66.5, 47
021K12, "Part Of 021L09", -70, 46.75
021K13, Saint-Pamphile, -70, 47
021L01, Saint-Zacharie, -70.5, 46.25
021L02, Beauceville, -71, 46.25
021L03, "Thetford Mines", -71.5, 46.25
021L04, Arthabaska, -72, 46.25
021L05, Lyster, -72, 46.5
021L06, Saint-Sylvestre, -71.5, 46.5
021L07, St-Joseph-De-Beauce, -71, 46.5
021L08, Sainte-Justine, -70.5, 46.5
021L09, Saint-Magloire, -70.5, 46.75
021L10, Saint-Malachie, -71, 46.75
021L11, Charny, -71.5, 46.75
021L12, Portneuf, -72, 46.75
021L13, Saint-Raymond, -72, 47
021L14, Quebec, -71.5, 47
021L15, Saint-Raphael, -71, 47
021L16, Notre-Dame-Rosaire, -70.5, 47
021M01, Saint-Jean-Port-Joli, -70.5, 47.25
021M02, Saint-Joachim, -71, 47.25
021M03, Tewkesbury, -71.5, 47.25
021M04, "Riviere Tourilli", -72, 47.25
021M05, "Lac Batiscan", -72, 47.5
021M06, "Lac Sautauriski", -71.5, 47.5
021M07, Maillard, -71, 47.5
021M08, "Ile Aux Coudres", -70.5, 47.5
021M09, "La Malbaie", -70.5, 47.75
021M10, Saint-Urbain, -71, 47.75
021M11, "Lac Jacques-Cartier", -71.5, 47.75
021M12, "Lac St-Henri", -72, 47.75
021M13, "Lac Aux Ecorces", -72, 48
021M14, "Lac Pikauba", -71.5, 48
021M15, "Lac Des Martres", -71, 48
021M16, "Lac Au Plongeon", -70.5, 48
021N01, "Part Of 021O04 Map", -68.5, 47.25
021N02, Connors, -69, 47.25
021N03, "Little Black River", -69.5, 47.25
021N04, Ste-Perpetue-De-Isle, -70, 47.25
021N05, Saint-Pacome, -70, 47.5
021N06, Estcourt, -69.5, 47.5
021N07, Lac-Baker, -69, 47.5
021N08, Edmundston, -68.5, 47.5
021N09, Grandmaison, -68.5, 47.75
021N10, Cabano, -69, 47.75
021N11, Saint-Honore, -69.5, 47.75
021N12, Saint-Pascal, -70, 47.75
021N13, Riviere-Du-Loup, -70, 48
021N14, Saint-Modeste, -69.5, 48
021N15, Squatec, -69, 48
021N16, "Wild Goose Lake", -68.5, 48
021O01, "Big Bald Mountain", -66.5, 47.25
021O02, "Serpentine Lake", -67, 47.25
021O03, "Riley Brook", -67.5, 47.25
021O04, "Grand Falls", -68, 47.25
021O05, "Grand River", -68, 47.5
021O06, "Sisson Branch Res", -67.5, 47.5
021O07, "Nepisiguit Lakes", -67, 47.5
021O08, "California Lake", -66.5, 47.5
021O09, "Tetagouche Lakes", -66.5, 47.75
021O10, "Upsalquitch Forks", -67, 47.75
021O11, Kedgwick, -67.5, 47.75
021O12, "Gounamitz River", -68, 47.75
021O13, "States Brook", -68, 48
021O14, Menneval, -67.5, 48
021O15, Atholville, -67, 48
021O16, Charlo, -66.5, 48
021P01, "North Cape", -64.5, 47.25
021P02, "Point Escuminac", -65, 47.25
021P03, Chatham, -65.5, 47.25
021P04, Sevogle, -66, 47.25
021P05, "Nepisiguit Falls", -66, 47.5
021P06, "Tabusintac River", -65.5, 47.5
021P07, "Wishart Point", -65, 47.5
021P10, Tracadie, -65, 47.75
021P11, Burnsville, -65.5, 47.75
021P12, Bathurst, -66, 47.75
021P13, "Pointe Verte", -66, 48
021P14, Grande-Anse, -65.5, 48
021P15, Caraquet, -65, 48
021P16, "Part Of 021P15", -64.5, 48
022A01, "Part Of 022A02", -64.5, 48.25
022A02, Port-Daniel, -65, 48.25
022A03, New-Carlisle, -65.5, 48.25
022A04, "New Richmond", -66, 48.25
022A05, "Lac Mckay", -66, 48.5
022A06, "Riviere Reboul", -65.5, 48.5
022A07, Chandler, -65, 48.5
022A08, "Cap D'espoir", -64.5, 48.5
022A09, Perce, -64.5, 48.75
022A10, "Grande Riviere Nord", -65, 48.75
022A11, "Mont Alexandre", -65.5, 48.75
022A12, "Ruisseau Lesseps", -66, 48.75
022A13, "Lac Madeleine", -66, 49
022A14, "Lac York", -65.5, 49
022A15, Sunny-Bank, -65, 49
022A16, Gaspe, -64.5, 49
022B01, Escuminac, -66.5, 48.25
022B02, Oak-Bay, -67, 48.25
022B03, Milnikek, -67.5, 48.25
022B04, "Lac Des Chasseurs", -68, 48.25
022B05, Lac-Humqui, -68, 48.5
022B06, Causapscal, -67.5, 48.5
022B07, "Ruisseau Jerome", -67, 48.5
022B08, "Riviere Angers", -66.5, 48.5
022B09, "Monts Berry", -66.5, 48.75
022B10, "Riviere Bonjour", -67, 48.75
022B11, St-Jean-Bapt-Vianney, -67.5, 48.75
022B12, Sayabec, -68, 48.75
022B13, Matane, -68, 49
022B14, Ste-Felicite, -67.5, 49
022B15, "Mont Logan", -67, 49
022B16, "Mont Albert", -66.5, 49
022C01, "Lac Prime", -68.5, 48.25
022C02, "Lac Des Baies", -69, 48.25
022C03, Trois-Pistoles, -69.5, 48.25
022C04, Tadoussac, -70, 48.25
022C05, "Lac De Pons", -70, 48.5
022C06, "Les Escoumins", -69.5, 48.5
022C07, Rimouski, -69, 48.5
022C08, Sainte-Blandine, -68.5, 48.5
022C09, Mont-Joli, -68.5, 48.75
022C11, Saint-Paul-Du-Nord, -69.5, 48.75
022C12, "Lac Larrey", -70, 48.75
022C13, "Riviere Portneuf Est", -70, 49
022C14, "Lac Cassette", -69.5, 49
022C15, Betsiamites, -69, 49
022D01, L'anse-St-Jean, -70.5, 48.25
022D02, Ferland, -71, 48.25
022D03, "Riviere Pikauba", -71.5, 48.25
022D04, "Lac Huard", -72, 48.25
022D05, Hebertville, -72, 48.5
022D06, Jonquiere-Chicoutimi, -71.5, 48.5
022D07, Bagotville, -71, 48.5
022D08, "Cap Eternite", -70.5, 48.5
022D09, "Lac Des Savanes", -70.5, 48.75
022D10, "Lac Jalobert", -71, 48.75
022D11, Saint-Ambroise, -71.5, 48.75
022D12, Alma, -72, 48.75
022D13, "Riviere Alex", -72, 49
022D14, "Lac Vermont", -71.5, 49
022D15, "Lac Moncouche", -71, 49
022D16, "L Poulin-De-Courval", -70.5, 49
022E01, "Lac Portneuf", -70.5, 49.25
022E02, "L Maria-Chapdelaine", -71, 49.25
022E03, "Petit Lac Onatchiway", -71.5, 49.25
022E04, "L A Grandes Pointes", -72, 49.25
022E05, "Lac Chausson", -72, 49.5
022E06, "Lac Lemoine", -71.5, 49.5
022E07, "Lac Rouvray", -71, 49.5
022E08, "Lac Rivern", -70.5, 49.5
022E09, "Lac Gouin", -70.5, 49.75
022E10, "Lac Meloneze", -71, 49.75
022E11, "Lac D'ailleboust", -71.5, 49.75
022E12, "Lac La Capelliere", -72, 49.75
022E13, "Lac Du Sapin-Croche", -72, 50
022E14, Chutes-Des-Passes, -71.5, 50
022E15, "Lac A Paul", -71, 50
022E16, "Riviere La Tourette", -70.5, 50
022F01, Baie-Comeau, -68.5, 49.25
022F02, "Lac Nipi", -69, 49.25
022F03, "Lac Lessard", -69.5, 49.25
022F04, "Lac Isidore", -70, 49.25
022F05, Labrieville, -70, 49.5
022F06, "Lac Le Barbier", -69.5, 49.5
022F07, "Lac Au Loup Marin", -69, 49.5
022F08, "Lac Castelnau", -68.5, 49.5
022F09, "Lac Miquelon", -68.5, 49.75
022F10, "Lac Varin", -69, 49.75
022F11, "Lac Sedillot", -69.5, 49.75
022F12, "Lac Au Brochet", -70, 49.75
022F13, "Lac Dissimieux", -70, 50
022F14, "Lac Carteret", -69.5, 50
022F15, "Riviere Vallant", -69, 50
022F16, "Lac Amariton", -68.5, 50
022G01, Ste-Anne-Des-Monts, -66.5, 49.25
022G02, Cap-Chat, -67, 49.25
022G05, Godbout, -68, 49.5
022G06, Baie-Trinite, -67.5, 49.5
022G11, "Ptt Riv De L Trinite", -67.5, 49.75
022G12, "Lac Dionne", -68, 49.75
022G13, "Lac Georgette", -68, 50
022G14, Riviere-Pentecote, -67.5, 50
022G15, "Iles De Mai", -67, 50
022H01, Petit-Cap, -64.5, 49.25
022H02, Cloridorme, -65, 49.25
022H03, Grande-Vallee, -65.5, 49.25
022H04, Mount-Louis, -66, 49.25
022H05, "Part Of 022H04", -66, 49.5
022H06, "Part Of 022H03", -65.5, 49.5
022H09, "Rivier Aux Becs-Scie", -64.5, 49.75
022H15, "Part Of 022H16", -65, 50
022H16, Port-Menier, -64.5, 50
022I01, "Ile Nue De Mingan", -64.5, 50.25
022I04, " ", -66, 50.25
022I05, "Lac Matamec", -66, 50.5
022I06, "Riviere Aux Graines", -65.5, 50.5
022I07, Riviere-Au-Tonnerre, -65, 50.5
022I08, Mingan, -64.5, 50.5
022I09, "Lac Esnault", -64.5, 50.75
022I10, "Lac A Renard", -65, 50.75
022I11, "Lac Brezel", -65.5, 50.75
022I12, "Lac Cacaoni", -66, 50.75
022I13, "Lac Nipisso", -66, 51
022I14, "Lac Manitou", -65.5, 51
022I15, "Lac De La Mine", -65, 51
022I16, "Lac Ternet", -64.5, 51
022J01, Sept-Iles, -66.5, 50.25
022J02, "Clarke City", -67, 50.25
022J03, "Lac Quatre Lieues", -67.5, 50.25
022J04, "Lac Sainte-Anne", -68, 50.25
022J05, "Lac Beaudin", -68, 50.5
022J06, "Lac Walker", -67.5, 50.5
022J07, "Lac Asquiche", -67, 50.5
022J08, "Lac Des Rapides", -66.5, 50.5
022J09, "Riviere Vallee", -66.5, 50.75
022J10, "Lac Attacaupe", -67, 50.75
022J11, "Lac Rond", -67.5, 50.75
022J12, "Lac Bouffard", -68, 50.75
022J13, "Lac Fortin", -68, 51
022J14, "Grand Lac Du Nord", -67.5, 51
022J15, "Lac Dollard", -67, 51
022J16, "Lac A L'eau Doree", -66.5, 51
022K01, "Lac Saint-Pierre", -68.5, 50.25
022K02, "Lac Gaillard", -69, 50.25
022K03, "Lac Hulot", -69.5, 50.25
022K04, "Lac Praslin", -70, 50.25
022K05, "Lac Tremaudan", -70, 50.5
022K06, "Lac Blanzy", -69.5, 50.5
022K07, "Lac Okaopeo", -69, 50.5
022K08, "Lac Clairval", -68.5, 50.5
022K09, "Lac Lemay", -68.5, 50.75
022K10, "Lac De La Cache", -69, 50.75
022K11, "Lac Hermas", -69.5, 50.75
022K12, "Lac A L'argent", -70, 50.75
022K13, "Lac Auriac", -70, 51
022K14, "Lac Guinecourt", -69.5, 51
022K15, "Lac Du Bois Long", -69, 51
022K16, "Lac Mistachagagane", -68.5, 51
022L01, "Lac Gommard", -70.5, 50.25
022L02, "Riviere Durfort", -71, 50.25
022L03, "Lac Peribonca", -71.5, 50.25
022L04, "Lac A La Pluie", -72, 50.25
022L05, "Lac Maupertuis", -72, 50.5
022L06, "Riviere Cocoumenen", -71.5, 50.5
022L07, "Lac Eluard", -71, 50.5
022L08, "Lac Du Raccourci", -70.5, 50.5
022L09, "Lac Des Prairies", -70.5, 50.75
022L10, "Grande Baie", -71, 50.75
022L11, "Lac Onistagane", -71.5, 50.75
022L12, "Lac Piraube", -72, 50.75
022L13, "Lac Machisque", -72, 51
022L14, "Lac Le Bausais", -71.5, 51
022L15, "Baie Bellevue", -71, 51
022L16, "Lac Manouanis", -70.5, 51
022M01, "Lac Brue", -70.5, 51.25
022M02, "Lac Des Sept Milles", -71, 51.25
022M03, "Lac Allenou", -71.5, 51.25
022M04, "Lac Palairet", -72, 51.25
022M05, "Lac Des Deux Milles", -72, 51.5
022M06, "Lac Natipi", -71.5, 51.5
022M07, "Lac Piacouadie", -71, 51.5
022M08, "Lac A La Croix", -70.5, 51.5
022M09, "Lac Aubin-Tellier", -70.5, 51.75
022M10, "Lac Pambrun", -71, 51.75
022M11, "Lac Courtois", -71.5, 51.75
022M12, "Lac L'epinay", -72, 51.75
022M13, "Lac Indicateur", -72, 52
022M14, "Riviere Epervanche", -71.5, 52
022M15, "Lac Du Cran Casse", -71, 52
022M16, "Lac Maublant", -70.5, 52
022N01, "Lac Mathevet", -68.5, 51.25
022N02, "Lac Lacoste", -69, 51.25
022N03, "Lac Tetepisca", -69.5, 51.25
022N04, "Riviere Tortueuse", -70, 51.25
022N05, "Riviere Du Hibou", -70, 51.5
022N06, "Riviere Utishku", -69.5, 51.5
022N07, "Mont De Babel", -69, 51.5
022N08, "Lac Lacoursiere", -68.5, 51.5
022N09, "Riviere Hart Jaune", -68.5, 51.75
022N10, "Lac Du Chaunoy", -69, 51.75
022N11, "Lac Landriaux", -69.5, 51.75
022N12, "Lac Des Iles Brulees", -70, 51.75
022N13, "Lac Matonipi", -70, 52
022N14, "Lac La Fouille", -69.5, 52
022N15, "Lac Pecaudy", -69, 52
022N16, "Lac Barbel", -68.5, 52
022O01, "Lac Nipissis", -66.5, 51.25
022O02, "Grand Lac Germain", -67, 51.25
022O03, "Lac Garemand", -67.5, 51.25
022O04, "Lac Bardoux", -68, 51.25
022O05, "Lac Grandmesnil", -68, 51.5
022O06, "Lac Catoua", -67.5, 51.5
022O07, "Lac Marceau", -67, 51.5
022O08, "Grand Lac Au Sable", -66.5, 51.5
022O09, "Lac Du Brochet", -66.5, 51.75
022O10, "Lac Boudart", -67, 51.75
022O11, "Montagne Blanche", -67.5, 51.75
022O12, "Lac Raudot", -68, 51.75
022O13, "Little Manicouagan L", -68, 52
022O14, "Lac Gaillarbois", -67.5, 52
022O15, "Rapide Du Diable", -67, 52
022O16, "Lac Poissons Blancs", -66.5, 52
022P01, "Riviere Poisset", -64.5, 51.25
022P02, "Riviere Baune", -65, 51.25
022P03, "Lac A L'aigle", -65.5, 51.25
022P04, "Lac Canatiche", -66, 51.25
022P05, "Lac Dufresne", -66, 51.5
022P06, "Lac Vital", -65.5, 51.5
022P07, "Lac Catignan", -65, 51.5
022P08, "Lac Verrier", -64.5, 51.5
022P09, "Lac Bellanca", -64.5, 51.75
022P10, "Lacs Belmont", -65, 51.75
022P11, "Lac Fournier", -65.5, 51.75
022P12, "Lac Wacouno", -66, 51.75
022P13, "Lac Eric", -66, 52
022P14, "Lac Fleur-De-May", -65.5, 52
022P15, "Domagaya Lake", -65, 52
022P16, "Lac Thevet", -64.5, 52
023A01, "Petit L Sauterelles", -64.5, 52.25
023A02, " ", -65, 52.25
023A03, "Lac Assigny", -65.5, 52.25
023A04, "Seahorse Lake", -66, 52.25
023A05, "Riviere Embarrassee", -66, 52.5
023A06, " ", -65.5, 52.5
023A07, " ", -65, 52.5
023A08, " ", -64.5, 52.5
023A09, "Riviere Aux Pecheurs", -64.5, 52.75
023A10, "Atikonak Lake", -65, 52.75
023A11, "Petit Lac Joseph", -65.5, 52.75
023A12, "Lac A L'eau-Claire", -66, 52.75
023A13, "Riviere A La Fringue", -66, 53
023A14, "Lac Joseph", -65.5, 53
023A15, " ", -65, 53
023A16, " ", -64.5, 53
023B01, "Caopacho Lake", -66.5, 52.25
023B02, " ", -67, 52.25
023B03, "Lac Aux Cedres", -67.5, 52.25
023B04, "Lac Nore", -68, 52.25
023B05, "Lac Peppler", -68, 52.5
023B06, "Lac Gras", -67.5, 52.5
023B07, "Lac Felix", -67, 52.5
023B08, "Redfir Lake", -66.5, 52.5
023B09, "Ashuanipi Lake", -66.5, 52.75
023B10, "Lac Opocopa", -67, 52.75
023B11, "Lac Carheil", -67.5, 52.75
023B12, "Lac Derby", -68, 52.75
023B13, "Lac De La Bouteille", -68, 53
023B14, "Lac Virot", -67.5, 53
023B15, "Flora Lake", -67, 53
023B16, "Lac Petite Hermine", -66.5, 53
023C01, "Riviere Themines", -68.5, 52.25
023C02, "Lac Griffon", -69, 52.25
023C03, "Riviere Sechelles", -69.5, 52.25
023C04, "Lac Marsac", -70, 52.25
023C05, "Lac A La Neige", -70, 52.5
023C06, "Lac Sechelles", -69.5, 52.5
023C07, "Lac Cananville", -69, 52.5
023C08, "Lac Georget", -68.5, 52.5
023C09, "Lac Saint-Julien", -68.5, 52.75
023C10, "Lac Soulard", -69, 52.75
023C11, "Lac Despinolles", -69.5, 52.75
023C12, "Lac Atticoupi", -70, 52.75
023C13, "Lac Desilets", -70, 53
023C14, "Lac Vallard", -69.5, 53
023C15, "Lac Hublet", -69, 53
023C16, "Lac Goupil", -68.5, 53
023D01, "Lac Daguilhe", -70.5, 52.25
023D02, "Lac Provencher", -71, 52.25
023D03, "Lac Gaschet", -71.5, 52.25
023D04, "Lac Laparre", -72, 52.25
023D05, "Lac Fromont", -72, 52.5
023D06, "Lac Manet", -71.5, 52.5
023D07, "Lac Conflans", -71, 52.5
023D08, "Lac Pariseau", -70.5, 52.5
023D09, "Lac Dahouet", -70.5, 52.75
023D10, "Lac Brehat", -71, 52.75
023D11, "Lac Wahemen", -71.5, 52.75
023D12, "Lac Leran", -72, 52.75
023D13, "Lac Daran", -72, 53
023D14, "Lac Patamisk", -71.5, 53
023D15, "Lac Naococane", -71, 53
023D16, "Lac Desceliers", -70.5, 53
023E01, "Lac Dumesnil", -70.5, 53.25
023E02, Nitchequon, -71, 53.25
023E03, "La Grande Ile", -71.5, 53.25
023E04, "Lac Joubert", -72, 53.25
023E05, "Lac Dalmas", -72, 53.5
023E06, "Lac Agramonte", -71.5, 53.5
023E07, "Lac Taffanel", -71, 53.5
023E08, "Lac Montbrillant", -70.5, 53.5
023E09, "Lac Rambau", -70.5, 53.75
023E10, "Lac Square Rock", -71, 53.75
023E11, "Lac De Lionne", -71.5, 53.75
023E12, "Lac Laribosiere", -72, 53.75
023E13, "Lac Alayrac", -72, 54
023E14, "Lac Bordier", -71.5, 54
023E15, "Lac Chambure", -71, 54
023E16, "Lac Montviel", -70.5, 54
023F01, "Lac Jaquis", -68.5, 53.25
023F02, "Lac Mercator", -69, 53.25
023F03, "Lac Delmothe", -69.5, 53.25
023F04, "Lac Bruyeres", -70, 53.25
023F05, "Lac Devannes", -70, 53.5
023F06, "Lac Ternay", -69.5, 53.5
023F07, "Lac Maggiolo", -69, 53.5
023F08, "Lac Vignal", -68.5, 53.5
023F09, "Lac Boissier", -68.5, 53.75
023F10, "Lac Bermen", -69, 53.75
023F11, "Lac Marquiset", -69.5, 53.75
023F12, "Lac Viau", -70, 53.75
023F13, " ", -70, 54
023F14, "Lac Chastrier", -69.5, 54
023F15, "Lac Sauvageau", -69, 54
023F16, "Lac Comte", -68.5, 54
023G01, "Wightman Lake", -66.5, 53.25
023G02, "Wabush Lake", -67, 53.25
023G03, "Lac Montenon", -67.5, 53.25
023G04, "Lac Opiscotiche", -68, 53.25
023G05, "Lac Kerbodot", -68, 53.5
023G06, "Lac Mingre", -67.5, 53.5
023G07, "Sawbill Lake", -67, 53.5
023G08, "Molson Lake", -66.5, 53.5
023G09, "Evening Lake", -66.5, 53.75
023G10, "Rannie Lake", -67, 53.75
023G11, "Lac Bellenger", -67.5, 53.75
023G12, "Lac La Jannaye", -68, 53.75
023G13, "Lac Descayrac", -68, 54
023G14, "Lac Prat", -67.5, 54
023G15, "Milner Lake", -67, 54
023G16, "Tamarack River", -66.5, 54
023H01, "Chaulk Lake", -64.5, 53.25
023H02, "Panchia Lake", -65, 53.25
023H03, "Riviere Aux Poissons", -65.5, 53.25
023H04, " ", -66, 53.25
023H05, "Cissy Lake", -66, 53.5
023H06, "Ossok Mountain", -65.5, 53.5
023H07, "Baikie Lake", -65, 53.5
023H08, " ", -64.5, 53.5
023H09, "Churchill Falls", -64.5, 53.75
023H10, "Raft River", -65, 53.75
023H11, "Way Bay", -65.5, 53.75
023H12, "Colville Lake", -66, 53.75
023H13, "Sims Lake", -66, 54
023H14, "Sandgrit Peak", -65.5, 54
023H15, " ", -65, 54
023H16, "Hook Bay", -64.5, 54
023I01, " ", -64.5, 54.25
023I02, " ", -65, 54.25
023I03, " ", -65.5, 54.25
023I04, "Timmins Lake", -66, 54.25
023I05, "Wade Lake", -66, 54.5
023I06, " ", -65.5, 54.5
023I07, " ", -65, 54.5
023I08, "Petscapiskau Hill", -64.5, 54.5
023I09, "Signal Hill", -64.5, 54.75
023I10, " ", -65, 54.75
023I11, " ", -65.5, 54.75
023I12, "Andre Lake", -66, 54.75
023I13, "Marion Lake", -66, 55
023I14, "Lac Potel", -65.5, 55
023I15, "Lac Bonaventure", -65, 55
